,station name,name,address,category,rating,review count
183,19. Petriccio,Arte Ottica,Via Quinto Settano 29,Eyecare Store,,
184,19. Petriccio,Fisioterapia Kinos,Via Quinto Settano 10,Sports Medicine Clinic,,
185,19. Petriccio,Vertical Print,Via Colombini Giovanni 48,Print Store,,
186,19. Petriccio,NVGH Novartis Vaccines Institute for Global Health,Via Fiorentina 1,Non-Profit Organization,,
187,19. Petriccio,Zelig Sociale Società Cooperativa Sociale A R. L.,Strada del Petriccio 49,,,
188,19. Petriccio,Fate e Folletti,Strada del Petriccio 49,Child Care Service,,
189,19. Petriccio,San Gonnario Beer Shop,Via Colombini 42,Beer Store,,
190,01. Curtatone,La Taverna di San Giuseppe,Via Giovanni Dupre 132,Tuscan,5.0,158.0
191,01. Curtatone,Zest,Costa di Sant'antonio 13,"Italian, Wine Bars",4.5,25.0
192,01. Curtatone,La Chiacchiera,Via Costa di San Antonio 4,Italian,4.0,22.0
193,01. Curtatone,Compagnia dei Vinattieri,"Via delle Terme, 79",Tuscan,4.0,23.0
194,01. Curtatone,Café Nannini,Piazza Matteotti 32,Cafes,4.5,14.0
195,01. Curtatone,Salefino Vino e Cucina,Via degli Umiliati 1,"Tuscan, Wine Bars",4.5,11.0
196,01. Curtatone,Pizzeria alle Scalette,Viale Curtatone 18,Pizza,4.5,5.0
197,01. Curtatone,Antica Osteria da Divo,Via Franciosa 25,Italian,4.0,62.0
198,01. Curtatone,Nannini,Via Banchi di Sopra 24,"Desserts, Patisserie/Cake Shop, Cafes",4.0,20.0
199,01. Curtatone,Duomo di Siena,Piazza del Duomo 8,"Landmarks & Historical Buildings, Churches",5.0,39.0
200,01. Curtatone,Il Bargello,Via di Citta' 53,"Bars, Trattorie, Tuscan",4.5,21.0
201,01. Curtatone,Ristorante San Domenico,Via di camporegio 15,Tuscan,4.5,7.0
202,01. Curtatone,Fonte Giusta,Via Camollia 102,Tuscan,4.5,18.0
203,01. Curtatone,Prètto,Via dei Termini 4,"Salumerie, Cheese Shops, Tuscan",4.0,12.0
204,01. Curtatone,Taverna di Cecco,Via Cecco Angliolieri 19,Tuscan,4.5,50.0
205,01. Curtatone,Il Masgalano,Via Camporegio 1,"Tuscan, Pizza",5.0,4.0
206,01. Curtatone,Antica Trattoria Papei,Via del Mercato 6,"Tuscan, Trattorie",4.0,34.0
207,01. Curtatone,La Prosciutteria,Via di Pantaneto,"Wine Bars, Tuscan",4.5,34.0
208,01. Curtatone,Pizzeria di Nonno Mede,Via Camporegio 21,"Pizza, Tuscan",4.0,16.0
209,01. Curtatone,Vi Vace,Via Stalloreggi 64,"Pizza, Italian",4.5,33.0
210,02. S. Agostino,La Taverna di San Giuseppe,Via Giovanni Dupre 132,Tuscan,5.0,158.0
211,02. S. Agostino,Vi Vace,Via Stalloreggi 64,"Pizza, Italian",4.5,33.0
212,02. S. Agostino,Numero Unico,Via di Citta 125,Italian,4.5,17.0
213,02. S. Agostino,Il Bargello,Via di Citta' 53,"Bars, Trattorie, Tuscan",4.5,21.0
214,02. S. Agostino,Ri.Me.,Via Giovanni Duprè 90,Tuscan,4.5,15.0
215,02. S. Agostino,Ostaria dá Cice,Via San Pietro 32,Italian,4.0,13.0
216,02. S. Agostino,Antica Trattoria Papei,Via del Mercato 6,"Tuscan, Trattorie",4.0,34.0
217,02. S. Agostino,Duomo di Siena,Piazza del Duomo 8,"Landmarks & Historical Buildings, Churches",5.0,39.0
218,02. S. Agostino,Antica Osteria da Divo,Via Franciosa 25,Italian,4.0,62.0
219,02. S. Agostino,La Prosciutteria,Via di Pantaneto,"Wine Bars, Tuscan",4.5,34.0
220,02. S. Agostino,Zest,Costa di Sant'antonio 13,"Italian, Wine Bars",4.5,25.0
221,02. S. Agostino,Pizzicheria de Miccoli,Via di Città 95,Pizza,4.5,25.0
222,02. S. Agostino,Gallo Nero,Via del Porrione 65,Tuscan,4.5,10.0
223,02. S. Agostino,Osteria Nonna Gina,"Via Piano dei Mantellini, 2",Tuscan,4.0,38.0
224,02. S. Agostino,Osteria Castelvecchio,Via Castelvecchio 65,Tuscan,4.5,9.0
225,02. S. Agostino,Ristorante San Desiderio,Piazza L. Bonelli 2,Italian,4.0,15.0
226,02. S. Agostino,Antica Trattoria Stalloreggi,Via Stalloreggi 37,Tuscan,4.0,5.0
227,02. S. Agostino,Mugolone,Via dei Pellegrini 8,"Italian, Gluten-Free",5.0,7.0
228,02. S. Agostino,Osteria Il Carroccio,Via Casato di Sotto 32,Italian,4.5,13.0
229,02. S. Agostino,Osteria Permalico,Via Costa Larga 4,"Desserts, Wine Bars, Italian",4.5,5.0
230,03. S. Girolamo,La Taverna di San Giuseppe,Via Giovanni Dupre 132,Tuscan,5.0,158.0
231,03. S. Girolamo,La Prosciutteria,Via di Pantaneto,"Wine Bars, Tuscan",4.5,34.0
232,03. S. Girolamo,Gallo Nero,Via del Porrione 65,Tuscan,4.5,10.0
233,03. S. Girolamo,Antica Trattoria Papei,Via del Mercato 6,"Tuscan, Trattorie",4.0,34.0
234,03. S. Girolamo,Osteria La Sosta di Violante,Via di Pantaneto 115,Tuscan,4.5,24.0
235,03. S. Girolamo,Bio & Chocolate,Via Pantaneto 75,"Cafes, Desserts, Vegan",5.0,6.0
236,03. S. Girolamo,Il Bargello,Via di Citta' 53,"Bars, Trattorie, Tuscan",4.5,21.0
237,03. S. Girolamo,Duomo di Siena,Piazza del Duomo 8,"Landmarks & Historical Buildings, Churches",5.0,39.0
238,03. S. Girolamo,Zest,Costa di Sant'antonio 13,"Italian, Wine Bars",4.5,25.0
239,03. S. Girolamo,Antica Osteria da Divo,Via Franciosa 25,Italian,4.0,62.0
240,03. S. Girolamo,Vi Vace,Via Stalloreggi 64,"Pizza, Italian",4.5,33.0
241,03. S. Girolamo,Ri.Me.,Via Giovanni Duprè 90,Tuscan,4.5,15.0
242,03. S. Girolamo,Numero Unico,Via di Citta 125,Italian,4.5,17.0
243,03. S. Girolamo,Taverna di Cecco,Via Cecco Angliolieri 19,Tuscan,4.5,50.0
244,03. S. Girolamo,Osteria Babazuf,"Via di Pantaneto, 85",Pizza,4.5,11.0
245,03. S. Girolamo,Nannini,Via Banchi di Sopra 24,"Desserts, Patisserie/Cake Shop, Cafes",4.0,20.0
246,03. S. Girolamo,L'orto de' pecci,Via di Porta Giustizia 39,Italian,5.0,2.0
247,03. S. Girolamo,Osteria Le Logge,Via del Porrione 33,Italian,4.0,32.0
248,03. S. Girolamo,Café Nannini,Piazza Matteotti 32,Cafes,4.5,14.0
249,03. S. Girolamo,La Chiacchiera,Via Costa di San Antonio 4,Italian,4.0,22.0
250,04. Fortezza,La Taverna di San Giuseppe,Via Giovanni Dupre 132,Tuscan,5.0,158.0
251,04. Fortezza,Zest,Costa di Sant'antonio 13,"Italian, Wine Bars",4.5,25.0
252,04. Fortezza,Antica Osteria da Divo,Via Franciosa 25,Italian,4.0,62.0
253,04. Fortezza,Duomo di Siena,Piazza del Duomo 8,"Landmarks & Historical Buildings, Churches",5.0,39.0
254,04. Fortezza,Café Nannini,Piazza Matteotti 32,Cafes,4.5,14.0
255,04. Fortezza,La Prosciutteria,Via di Pantaneto,"Wine Bars, Tuscan",4.5,34.0
256,04. Fortezza,La Chiacchiera,Via Costa di San Antonio 4,Italian,4.0,22.0
257,04. Fortezza,Il Bargello,Via di Citta' 53,"Bars, Trattorie, Tuscan",4.5,21.0
258,04. Fortezza,Vi Vace,Via Stalloreggi 64,"Pizza, Italian",4.5,33.0
259,04. Fortezza,Fonte Giusta,Via Camollia 102,Tuscan,4.5,18.0
260,04. Fortezza,Antica Trattoria Papei,Via del Mercato 6,"Tuscan, Trattorie",4.0,34.0
261,04. Fortezza,Numero Unico,Via di Citta 125,Italian,4.5,17.0
262,04. Fortezza,Compagnia dei Vinattieri,"Via delle Terme, 79",Tuscan,4.0,23.0
263,04. Fortezza,Taverna di Cecco,Via Cecco Angliolieri 19,Tuscan,4.5,50.0
264,04. Fortezza,Salefino Vino e Cucina,Via degli Umiliati 1,"Tuscan, Wine Bars",4.5,11.0
265,04. Fortezza,Il Masgalano,Via Camporegio 1,"Tuscan, Pizza",5.0,4.0
266,04. Fortezza,Ristorante San Domenico,Via di camporegio 15,Tuscan,4.5,7.0
267,04. Fortezza,Nannini,Via Banchi di Sopra 24,"Desserts, Patisserie/Cake Shop, Cafes",4.0,20.0
268,04. Fortezza,Gallo Nero,Via del Porrione 65,Tuscan,4.5,10.0
269,04. Fortezza,Ri.Me.,Via Giovanni Duprè 90,Tuscan,4.5,15.0
270,05. Antiporto,Ravioli Wang,Viale Vittorio Emanuele II 38,Chinese,5.0,9.0
271,05. Antiporto,Zest,Costa di Sant'antonio 13,"Italian, Wine Bars",4.5,25.0
272,05. Antiporto,Fonte Giusta,Via Camollia 102,Tuscan,4.5,18.0
273,05. Antiporto,Il Vinaio,Via Camollia 167,"Sandwiches, Tuscan, Fast Food",4.5,12.0
274,05. Antiporto,Taverna di Cecco,Via Cecco Angliolieri 19,Tuscan,4.5,50.0
275,05. Antiporto,Salefino Vino e Cucina,Via degli Umiliati 1,"Tuscan, Wine Bars",4.5,11.0
276,05. Antiporto,Café Nannini,Piazza Matteotti 32,Cafes,4.5,14.0
277,05. Antiporto,La Chiacchiera,Via Costa di San Antonio 4,Italian,4.0,22.0
278,05. Antiporto,Compagnia dei Vinattieri,"Via delle Terme, 79",Tuscan,4.0,23.0
279,05. Antiporto,Osteria di Kamollia,Via di Camollia 114,Tuscan,4.0,9.0
280,05. Antiporto,Ristorante Pizzeria I Gabellieri,Via V. Emanuele 75,Pizza,4.0,2.0
281,05. Antiporto,Ristorante San Domenico,Via di camporegio 15,Tuscan,4.5,7.0
282,05. Antiporto,Osteria Il Grattacielo,Via Pontani 8,Italian,4.0,34.0
283,05. Antiporto,L'oro di Siena,Via Garibaldi 61,"Pizza, Italian, Trattorie",5.0,9.0
284,05. Antiporto,Ristorante Da Enzo,Via Camollia 49,Italian,4.5,7.0
285,05. Antiporto,Pizzeria alle Scalette,Viale Curtatone 18,Pizza,4.5,5.0
286,05. Antiporto,Il Masgalano,Via Camporegio 1,"Tuscan, Pizza",5.0,4.0
287,05. Antiporto,Buti pasticceria,"Viale Vittorio Emanuele II, 53","Chocolatiers & Shops, Desserts",5.0,1.0
288,05. Antiporto,Ristorante Minohana,Viale Vittorio Emanuele II 32,Tuscan,1.0,2.0
289,05. Antiporto,Il Pomodorino,Via di camporegio 13,Pizza,3.5,25.0
290,06. Due Ponti,Donna Ripalta,Viale Pietro Toselli 41,"Tuscan, Seafood, Apulian",4.0,1.0
291,06. Due Ponti,Havana Club,Piazza Maestri del Lavoro 27,"Cuban, Steakhouses",5.0,1.0
292,06. Due Ponti,Albergo Certosa di Maggiano,"Str. di Certosa, 82","Hotels & Travel, Restaurants",5.0,1.0
293,07. Napoli,Fontebecci,Via Fiorentina 133,"Pizza, Italian",2.0,2.0
294,07. Napoli,Mc Donald's,Via Fiorentina 124,"Fast Food, Burgers",2.0,1.0
295,07. Napoli,la veranda,Piazza Calabria,Italian,4.5,6.0
296,07. Napoli,Antica Trattoria Botteganova,Strada Chiantigiana 29,"Italian, Bars",5.0,1.0
297,07. Napoli,Dream Cafe',"Str. Statale 222 Chiantigiana, 13",Bars,4.0,1.0
298,07. Napoli,Skile' Music Bar,Piazza Calabria 18,Cafes,3.0,1.0
299,08. Ospedale,Dopolavoro La Foce,Strada della Vittorio 90,"Italian, Bars",5.0,4.0
300,09. Acquacalda,Hotel Garden,Via Custoza 2,"Venues & Event Spaces, Hotels, Italian",3.0,13.0
301,09. Acquacalda,la veranda,Piazza Calabria,Italian,4.5,6.0
302,09. Acquacalda,Mc Donald's,Via Fiorentina 124,"Fast Food, Burgers",2.0,1.0
303,09. Acquacalda,Fontebecci,Via Fiorentina 133,"Pizza, Italian",2.0,2.0
304,09. Acquacalda,Dream Cafe',"Str. Statale 222 Chiantigiana, 13",Bars,4.0,1.0
305,09. Acquacalda,Skile' Music Bar,Piazza Calabria 18,Cafes,3.0,1.0
306,10. Ravacciano,La Taverna di San Giuseppe,Via Giovanni Dupre 132,Tuscan,5.0,158.0
307,10. Ravacciano,Duomo di Siena,Piazza del Duomo 8,"Landmarks & Historical Buildings, Churches",5.0,39.0
308,10. Ravacciano,La Prosciutteria,Via di Pantaneto,"Wine Bars, Tuscan",4.5,34.0
309,10. Ravacciano,Zest,Costa di Sant'antonio 13,"Italian, Wine Bars",4.5,25.0
310,10. Ravacciano,Antica Osteria da Divo,Via Franciosa 25,Italian,4.0,62.0
311,10. Ravacciano,Il Bargello,Via di Citta' 53,"Bars, Trattorie, Tuscan",4.5,21.0
312,10. Ravacciano,Vi Vace,Via Stalloreggi 64,"Pizza, Italian",4.5,33.0
313,10. Ravacciano,Fonte Giusta,Via Camollia 102,Tuscan,4.5,18.0
314,10. Ravacciano,Antica Trattoria Papei,Via del Mercato 6,"Tuscan, Trattorie",4.0,34.0
315,10. Ravacciano,Numero Unico,Via di Citta 125,Italian,4.5,17.0
316,10. Ravacciano,Taverna di Cecco,Via Cecco Angliolieri 19,Tuscan,4.5,50.0
317,10. Ravacciano,Gallo Nero,Via del Porrione 65,Tuscan,4.5,10.0
